City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
533,Newport,GB,61.07,few clouds,51.5877,-2.9984,ibis budget Newport
536,Alta Floresta,BR,78.82,few clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
537,Normandin,CA,61.32,overcast clouds,48.8333,-72.5321,Chambres MB Normandin (Lac St -Jean)
538,Mwanza,TZ,68.9,broken clouds,-2.5167,32.9,Gold Crest Hotel
539,Djambala,CG,76.8,overcast clouds,-2.5447,14.7533,Hotel Ravin D'or
540,Makinsk,KZ,64.38,broken clouds,52.6292,70.4169,Bereke
541,Zaton,RU,67.59,clear sky,53.2936,83.8072,Готель «Прага»
543,Inta,RU,53.73,overcast clouds,66.0317,60.1659,Apartments in Inta city
544,Muyezerskiy,RU,52.84,broken clouds,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
545,Luanda,AO,69.24,clear sky,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
546,Bubaque,GW,77.65,moderate rain,11.2833,-15.8333,"Casa Dora, Bubaque"
547,Waipawa,NZ,51.03,broken clouds,-41.4122,175.5153,Tora Coastal Walk
549,Narsaq,GL,53.82,broken clouds,60.9167,-46.05,Narsaq Kayak Hostel
553,Santa Cruz De Tenerife,ES,75.72,broken clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
554,Serzedo,PT,60.3,scattered clouds,41.405,-8.2293,Hotel da Penha
555,Gonbad-E Qabus,IR,78.76,broken clouds,37.25,55.1672,Samin Building
558,Humaita,BR,78.6,clear sky,-7.5061,-63.0208,Corrêa Hotel
561,Afzalpur,IN,74.44,overcast clouds,17.2,76.35,SGK centre Kamat
563,Poum,NC,69.78,few clouds,-20.2333,164.0167,Gîte kajeon
567,Bredy,RU,69.78,scattered clouds,52.4153,60.3411,Individual'nyy Predprinimatel' Rakhmanin Andrey Aleksandrovich
568,Olafsvik,IS,54.25,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
571,Keningau,MY,75.65,few clouds,5.3378,116.1602,Sabindo Hotel
572,Monrovia,LR,75.43,moderate rain,6.3005,-10.7969,Sunset Inn
573,Ponta Delgada,PT,72.32,broken clouds,37.7333,-25.6667,Vila Nova Hotel
574,Omboue,GA,73.78,few clouds,-1.5746,9.2618,Hotel Olako
576,Atikokan,CA,77.04,broken clouds,48.7555,-91.6216,Quetico Inn (formerly Radisson)
577,Coruripe,BR,73.49,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
578,Sitka,US,64.29,broken clouds,57.0531,-135.33,Westmark Sitka
579,Vad,RU,61.77,scattered clouds,55.5301,44.2114,Riv'yera Rezort Otel'
580,Northam,GB,60.39,few clouds,51.0333,-4.2167,Durrant House Hotel
581,Andreapol,RU,57.96,broken clouds,56.6513,32.2664,Gostevoy Dom Uyut
582,Rongcheng,CN,79.93,light rain,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
583,San Juan,AR,54.05,scattered clouds,-31.5375,-68.5364,Hotel Provincial
584,Bonthe,SL,75.56,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
585,Zaysan,KZ,60.19,clear sky,47.4667,84.8667,Ерлан үй
587,Hokitika,NZ,54.45,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
590,Aleksandrovsk-Sakhalinskiy,RU,57.61,overcast clouds,50.8975,142.1561,"The hotel ""Three Brothers"""
592,Linxia,CN,63.1,clear sky,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
594,Bud,US,75.18,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
595,Namibe,AO,68.11,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
596,Burgeo,CA,58.71,few clouds,47.6167,-57.6152,Gillett's Motel
597,Nouadhibou,MR,69.15,clear sky,20.931,-17.0347,El Medina
598,Hauterive,FR,57.96,overcast clouds,46.0901,3.4459,Aletti Palace Hotel
600,Althofen,AT,65.25,light rain,46.8818,14.4676,Hotel-Restaurant Prechtlhof
603,Maragogi,BR,77.65,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
607,Blind River,CA,66.45,overcast clouds,46.1834,-82.9582,Auberge Eldo Inn
608,Talara,PE,68.76,clear sky,-4.5772,-81.2719,Hostal Oro Negro
610,Sovetskiy,RU,55.98,overcast clouds,61.3614,63.5842,Apartment on Kievskaya 29
611,Zunyi,CN,70.59,few clouds,27.6867,106.9072,Bishiluo Hostel
612,Mandalgovi,MN,59.07,clear sky,45.7625,106.2708,В.Ганбат
615,Sebeta,ET,54.93,overcast clouds,8.9167,38.6167,Alem Hotel And Milto Cinema
616,Zhezkazgan,KZ,76.06,clear sky,47.8043,67.7144,Hotel Zumrat
617,Oussouye,SN,77.61,moderate rain,12.485,-16.5469,Auberge du Routard
621,Olga,RU,69.28,overcast clouds,43.7444,135.2892,Gostinitsa Rosmorport.
623,Lamu,KE,71.82,light rain,-2.2717,40.902,Lamu House
625,Nikolsk,RU,64.44,broken clouds,53.7189,46.0712,Гостиница Центральная
626,Sinnamary,GF,79.48,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
628,Fougamou,GA,72.63,scattered clouds,-1.2154,10.5838,Résidence d'Hôtes Bapedy
629,Udachnyy,RU,70.7,clear sky,66.4167,112.4,Severnoye Siyaniye
630,Sioux Lookout,CA,72.37,overcast clouds,50.1001,-91.917,Knobby's Fly-In Camps
631,Maturin,VE,75.25,scattered clouds,9.75,-63.1767,Hotel Residencial La Pichincha
632,Zalaegerszeg,HU,66.11,broken clouds,46.84,16.8439,Apartmanhotel Szent Kristóf
633,Kirksville,US,71.55,overcast clouds,40.1948,-92.5833,Budget Host-Village Inn
635,Kaberamaido,UG,65.73,overcast clouds,1.7389,33.1594,"Little Orchard, Kaberamaido"
636,Sechura,PE,71.69,clear sky,-5.5569,-80.8222,Hospedaje Costa Bella
637,Korsakov,RU,64.24,broken clouds,46.6328,142.7813,Hotel Asino
640,Noshiro,JP,77.67,overcast clouds,40.2039,140.0242,Azuma Ryokan
641,Arinos,BR,71.47,broken clouds,-15.9169,-46.1056,casa do bruno
643,Polyarnyy,RU,52.27,overcast clouds,69.1989,33.4478,Hotel Tatyana
644,Raahe,FI,53.69,scattered clouds,64.6833,24.4833,Hotelli Raahen Hovi
646,Pontianak,ID,76.98,scattered clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
647,Touros,BR,79.7,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
650,Wonthaggi,AU,51.44,overcast clouds,-38.6044,145.5913,Wonthaggi Caravans & Trailers
651,Soyo,AO,71.55,clear sky,-6.1349,12.3689,Hotel Mpampa
652,Samarai,PG,78.24,overcast clouds,-10.6167,150.6667,Nuli Sapi
653,Kununurra,AU,67.98,clear sky,-15.7667,128.7333,Hotel Kununurra
654,Labuhan,ID,75.13,broken clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
655,Bay Roberts,CA,65.34,few clouds,47.5999,-53.2648,Stonewall Inn
657,Seredka,RU,58.75,broken clouds,58.1584,28.1858,Lesnoy Oazis
659,Ca Mau,VN,77.05,broken clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
661,Karonga,MW,65.79,scattered clouds,-9.9333,33.9333,Sumuka Inn
662,Luganville,VU,75.65,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
663,Alihe,CN,55.15,overcast clouds,50.5667,123.7167,Alihe Forestry Hotel
664,Puerto Narino,CO,75.15,few clouds,-3.7703,-70.3831,Eware Refugio Amazonico
668,Hakodate,JP,73.0,overcast clouds,41.7758,140.7367,Four Points by Sheraton Hakodate
670,Pisco,PE,64.45,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
672,Severo-Yeniseyskiy,RU,51.76,scattered clouds,60.3725,93.0408,Aktolik
673,Longkou,CN,74.8,light rain,37.6508,120.3286,Pai Hotel Yantai Longkou City Heping Road
674,Traverse City,US,75.94,broken clouds,44.7631,-85.6206,Bayshore Resort
676,Okitipupa,NG,73.13,overcast clouds,6.5047,4.7839,Coastal Hotel & Suites
677,Atambua,ID,73.58,scattered clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
678,Ahipara,NZ,58.39,clear sky,-35.1667,173.1667,Ahipara Holiday Park
679,Byron Bay,AU,69.06,clear sky,-28.65,153.6167,Backpackers Inn on the Beach
680,Vilhena,BR,70.72,scattered clouds,-12.7406,-60.1458,Hotel Mirage
